Step,Vehicle_ID,RSU_ID,Signal_Strength,Blockage_Status
34,26,41662036,0.014249286,No Obstruction
34,26,41662036,0.014249286,No Obstruction
34,26,41662036,0.014249286,No Obstruction
34,26,41662023,0.008449212,No Obstruction
34,26,41662023,0.008449212,No Obstruction
34,26,41662023,0.008449212,No Obstruction
34,27,4347708033,0.035941518,No Obstruction
34,27,4486123003,0.022826681,No Obstruction
34,27,5755394177,0.015767707,No Obstruction
34,27,5755394177,0.015767707,No Obstruction
34,27,5755394177,0.015767707,No Obstruction
34,27,7672095362,0.011889615,No Obstruction
34,27,4486122999,0.010704158,No Obstruction
34,27,6888729472,0.009586132,No Obstruction
34,27,6888729472,0.009586132,No Obstruction
34,27,6888729482,0.008473798,No Obstruction
34,28,41751330,0.019474069,No Obstruction
34,28,41751330,0.019474069,No Obstruction
34,28,41751330,0.019474069,No Obstruction
34,28,41533434,0.010275628,No Obstruction
34,28,41533434,0.010275628,No Obstruction
34,28,41533434,0.010275628,No Obstruction
34,28,41533434,0.010275628,No Obstruction
34,28,41533434,0.010275628,No Obstruction
34,28,4347633582,0.007007176,No Obstruction
34,28,4347633582,0.007007176,No Obstruction
34,29,41596672,0.071039844,No Obstruction
34,29,41596672,0.071039844,No Obstruction
34,29,41736305,0.022212067,No Obstruction
34,29,41736305,0.022212067,No Obstruction
34,29,41736305,0.022212067,No Obstruction
34,29,41736305,0.022212067,No Obstruction
34,29,41596699,0.008715117,No Obstruction
34,29,41596699,0.008715117,No Obstruction
34,29,41596699,0.008715117,No Obstruction
34,29,41596699,0.008715117,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,3,41581521,0.256397905,No Obstruction
34,31,4347633564,0.066842344,No Obstruction
34,31,4351793085,0.044782835,No Obstruction
34,31,7578821458,0.026531548,No Obstruction
34,31,7578821458,0.026531548,No Obstruction
34,31,7578821458,0.026531548,No Obstruction
34,31,7578821458,0.026531548,No Obstruction
34,31,7578821458,0.026531548,No Obstruction
34,31,7578821458,0.026531548,No Obstruction
34,31,5668224855,0.020139335,No Obstruction
34,31,5668224855,0.020139335,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,32,41868400,0.055422678,No Obstruction
34,33,41909247,0.063228516,No Obstruction
34,33,41909247,0.063228516,No Obstruction
34,33,41909247,0.063228516,No Obstruction
34,33,41909247,0.063228516,No Obstruction
34,33,41909247,0.063228516,No Obstruction
34,33,41909247,0.063228516,No Obstruction
34,33,41909247,0.063228516,No Obstruction
34,33,41581520,0.00327658,No Obstruction
34,33,41580509,0.002827954,No Obstruction
34,33,5716818320,0.00501244,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,34,41900043,0.073338282,No Obstruction
34,4,4347495382,0.00258607,No Obstruction
34,4,4347495382,0.00258607,No Obstruction
34,4,4347495382,0.00258607,No Obstruction
34,5,42500300,0.147455487,No Obstruction
34,5,42500300,0.147455487,No Obstruction
34,5,42500300,0.147455487,No Obstruction
34,5,42500300,0.147455487,No Obstruction
34,5,42500300,0.147455487,No Obstruction
34,5,4347633557,0.0120187,No Obstruction
34,5,4347633557,0.0120187,No Obstruction
34,5,4347633557,0.0120187,No Obstruction
34,5,4347633557,0.0120187,No Obstruction
34,5,4347633557,0.0120187,No Obstruction
34,6,41523479,0.034479069,No Obstruction
34,6,41523479,0.034479069,No Obstruction
34,6,41523479,0.034479069,No Obstruction
34,6,41523477,0.014577861,No Obstruction
34,6,41523477,0.014577861,No Obstruction
34,6,41523477,0.014577861,No Obstruction
34,6,41523477,0.014577861,No Obstruction
34,6,41523477,0.014577861,No Obstruction
34,6,41523477,0.014577861,No Obstruction
34,6,41523477,0.014577861,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,7,5102796605,0.250082286,No Obstruction
34,8,41511309,0.026150675,No Obstruction
34,8,41511309,0.026150675,No Obstruction
34,8,41511309,0.026150675,No Obstruction
34,8,41900043,0.009906326,No Obstruction
34,8,41900043,0.009906326,No Obstruction
34,8,41900043,0.009906326,No Obstruction
34,8,41900043,0.009906326,No Obstruction
34,8,41900043,0.009906326,No Obstruction
34,8,41900043,0.009906326,No Obstruction
34,8,41900043,0.009906326,No Obstruction
34,9,41881243,0.026976697,No Obstruction
34,9,41881243,0.026976697,No Obstruction
34,9,41881243,0.026976697,No Obstruction
34,9,41881243,0.026976697,No Obstruction
34,9,41881243,0.026976697,No Obstruction
34,9,41881243,0.026976697,No Obstruction
34,9,42500300,0.006988628,No Obstruction
34,9,42500300,0.006988628,No Obstruction
34,9,42500300,0.006988628,No Obstruction
34,9,42500300,0.006988628,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,0,2139420774,0.111150663,No Obstruction
35,1,41804736,0.132625204,No Obstruction
35,1,41804736,0.132625204,No Obstruction
35,1,1916457460,0.011524429,No Obstruction
35,1,1916457521,0.01014069,No Obstruction
35,1,1916457521,0.01014069,No Obstruction
35,1,41578212,0.005607291,No Obstruction
35,1,41578212,0.005607291,No Obstruction
35,1,41578212,0.005607291,No Obstruction
35,1,41804740,0.004355178,No Obstruction
35,1,41804740,0.004355178,No Obstruction
35,10,41879773,0.042469753,No Obstruction
35,10,41879773,0.042469753,No Obstruction
35,10,41879773,0.042469753,No Obstruction
35,10,41676470,0.007427299,No Obstruction
35,10,41676470,0.007427299,No Obstruction
35,10,41676470,0.007427299,No Obstruction
35,10,41511292,0.005282002,No Obstruction
35,10,41511292,0.005282002,No Obstruction
35,10,41511292,0.005282002,No Obstruction
35,10,41676469,0.0100244,No Obstruction
35,11,42269700,0.019801677,No Obstruction
35,11,42269700,0.019801677,No Obstruction
35,11,41879786,0.0139695,No Obstruction
35,11,41879786,0.0139695,No Obstruction
35,11,41879786,0.0139695,No Obstruction
35,11,4854483351,0.012680757,No Obstruction
35,11,4854483351,0.012680757,No Obstruction
35,11,3820084280,0.009086457,No Obstruction
35,11,3820084280,0.009086457,No Obstruction
35,11,3820084280,0.009086457,No Obstruction
35,12,4347678601,0.092047491,No Obstruction
35,12,4347678601,0.092047491,No Obstruction
35,12,6886094429,0.029331227,No Obstruction
35,12,6886094429,0.029331227,No Obstruction
35,12,6886094429,0.029331227,No Obstruction
35,12,6886094429,0.029331227,No Obstruction
35,12,6886094429,0.029331227,No Obstruction
35,12,6886094430,0.019090167,No Obstruction
35,12,6886094430,0.019090167,No Obstruction
35,12,6886094430,0.019090167,No Obstruction
35,13,340267810,0.053339124,No Obstruction
35,13,41804740,0.012000166,No Obstruction
35,13,41804740,0.012000166,No Obstruction
35,13,41804740,0.012000166,No Obstruction
35,13,41868307,0.006184736,No Obstruction
35,13,41868307,0.006184736,No Obstruction
35,13,41868307,0.006184736,No Obstruction
35,13,41868307,0.006184736,No Obstruction
35,13,41868307,0.006184736,No Obstruction
35,13,41804743,0.003661112,No Obstruction
35,14,41662040,0.029230406,No Obstruction
35,14,41662040,0.029230406,No Obstruction
35,14,41662040,0.029230406,No Obstruction
35,14,41662040,0.029230406,No Obstruction
35,14,41662040,0.029230406,No Obstruction
35,14,41573546,0.00931812,No Obstruction
35,14,41573546,0.00931812,No Obstruction
35,14,41573546,0.00931812,No Obstruction
35,14,42033876,0.008004083,No Obstruction
35,14,42033876,0.008004083,No Obstruction
35,15,3820084280,0.014210772,No Obstruction
35,15,3820084280,0.014210772,No Obstruction
35,15,3820084280,0.014210772,No Obstruction
35,15,3820084280,0.014210772,No Obstruction
35,15,3820084280,0.014210772,No Obstruction
35,15,3820084281,0.009534924,No Obstruction
35,15,3820084281,0.009534924,No Obstruction
35,15,3820084281,0.009534924,No Obstruction
35,15,3820084281,0.009534924,No Obstruction
35,15,3820084281,0.009534924,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,16,2139420773,0.303204148,No Obstruction
35,17,3823414796,0.092398957,No Obstruction
35,17,3823414790,0.030342062,No Obstruction
35,17,3823414790,0.030342062,No Obstruction
35,17,3823414790,0.030342062,No Obstruction
35,17,7668462397,0.013920994,No Obstruction
35,17,7668462397,0.013920994,No Obstruction
35,17,7668462397,0.013920994,No Obstruction
35,17,7668462397,0.013920994,No Obstruction
35,17,7668462397,0.013920994,No Obstruction
35,17,7668462397,0.013920994,No Obstruction
35,18,41782009,0.045250001,No Obstruction
35,18,41782009,0.045250001,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,18,41782023,0.017076256,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,19,2012647717,0.095214213,No Obstruction
35,2,42276539,0.205709561,No Obstruction
35,2,42276539,0.205709561,No Obstruction
35,2,42276539,0.205709561,No Obstruction
35,2,42520085,0.012167259,No Obstruction
35,2,42520085,0.012167259,No Obstruction
35,2,42520085,0.012167259,No Obstruction
35,2,42520085,0.012167259,No Obstruction
35,2,42520085,0.012167259,No Obstruction
35,2,42520085,0.012167259,No Obstruction
35,2,42520085,0.012167259,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,20,41511318,0.012466232,No Obstruction
35,21,41573531,0.078140444,No Obstruction
35,21,41573531,0.078140444,No Obstruction
35,21,41573531,0.078140444,No Obstruction
35,21,7131950876,0.01631115,No Obstruction
35,21,7131950876,0.01631115,No Obstruction
35,21,7131950876,0.01631115,No Obstruction
35,21,7131950876,0.01631115,No Obstruction
35,21,7131950876,0.01631115,No Obstruction
35,21,7131950872,0.012307946,No Obstruction
35,21,7131950872,0.012307946,No Obstruction
35,22,41511322,0.083108049,No Obstruction
35,22,41511322,0.083108049,No Obstruction
35,22,41511322,0.083108049,No Obstruction
35,22,41511322,0.083108049,No Obstruction
35,22,41511322,0.083108049,No Obstruction
35,22,4854483351,0.01161311,No Obstruction
35,22,4854483351,0.01161311,No Obstruction
35,22,4854483351,0.01161311,No Obstruction
35,22,4854483351,0.01161311,No Obstruction
35,22,4854483351,0.01161311,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,23,41542418,0.173995219,No Obstruction
35,24,2139420775,0.060098441,No Obstruction
35,24,7238058620,0.032711521,No Obstruction
35,24,7238058620,0.032711521,No Obstruction
35,24,4347633567,0.01295548,No Obstruction
35,24,4347633567,0.01295548,No Obstruction
35,24,4347633567,0.01295548,No Obstruction
35,24,4351793086,0.009745709,No Obstruction
35,24,4351793086,0.009745709,No Obstruction
35,24,7578821458,0.007419105,No Obstruction
35,24,4351793085,0.006809007,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,41585256,0.10262607,No Obstruction
35,25,42276533,0.01951588,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662036,0.012622145,No Obstruction
35,26,41662023,0.007943916,No Obstruction
35,26,41662023,0.007943916,No Obstruction
35,27,4347708037,0.042590339,No Obstruction
35,27,4347708037,0.042590339,No Obstruction
35,27,5755394177,0.015170669,No Obstruction
35,27,5755394177,0.015170669,No Obstruction
35,27,7672095362,0.011647578,No Obstruction
35,27,4486122999,0.010682522,No Obstruction
35,27,4486122999,0.010682522,No Obstruction
35,27,6888729472,0.009430704,No Obstruction
35,27,7672095365,0.00712768,No Obstruction
35,27,7672095365,0.00712768,No Obstruction
35,28,41751330,0.025513872,No Obstruction
35,28,41751330,0.025513872,No Obstruction
35,28,41751330,0.025513872,No Obstruction
35,28,41533434,0.010918459,No Obstruction
35,28,41533434,0.010918459,No Obstruction
35,28,41533434,0.010918459,No Obstruction
35,28,41533434,0.010918459,No Obstruction
35,28,41533434,0.010918459,No Obstruction
35,28,4347633582,0.007108612,No Obstruction
35,28,4347633582,0.007108612,No Obstruction
35,29,41596672,0.12256605,No Obstruction
35,29,41596672,0.12256605,No Obstruction
35,29,41596672,0.12256605,No Obstruction
35,29,41596672,0.12256605,No Obstruction
35,29,41596672,0.12256605,No Obstruction
35,29,41736305,0.019596302,No Obstruction
35,29,41736305,0.019596302,No Obstruction
35,29,41736305,0.019596302,No Obstruction
35,29,41736305,0.019596302,No Obstruction
35,29,41736305,0.019596302,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,3,41581521,0.149409002,No Obstruction
35,31,4351793086,0.05612959,No Obstruction
35,31,4351793086,0.05612959,No Obstruction
35,31,7578821458,0.025009443,No Obstruction
35,31,7578821458,0.025009443,No Obstruction
35,31,5668224855,0.020802941,No Obstruction
35,31,5668224855,0.020802941,No Obstruction
35,31,5668224855,0.020802941,No Obstruction
35,31,5668224855,0.020802941,No Obstruction
35,31,5668224855,0.020802941,No Obstruction
35,31,5668224855,0.020802941,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41868400,0.043810135,No Obstruction
35,32,41573537,0.011344338,No Obstruction
35,32,41573537,0.011344338,No Obstruction
35,33,41909247,0.048593867,No Obstruction
35,33,41909247,0.048593867,No Obstruction
35,33,41909247,0.048593867,No Obstruction
35,33,41580521,0.018600213,No Obstruction
35,33,41580521,0.018600213,No Obstruction
35,33,41580521,0.018600213,No Obstruction
35,33,41580521,0.018600213,No Obstruction
35,33,41580521,0.018600213,No Obstruction
35,33,41580521,0.018600213,No Obstruction
35,33,41580521,0.018600213,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,34,41900043,0.062812662,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,35,41676469,0.078478616,No Obstruction
35,4,4347495382,0.002786063,No Obstruction
35,4,4347495382,0.002786063,No Obstruction
35,4,4347495382,0.002786063,No Obstruction
35,4,4347495382,0.002786063,No Obstruction
35,4,4347495382,0.002786063,No Obstruction
35,4,4347495382,0.002786063,No Obstruction
35,5,42500300,0.064448013,No Obstruction
35,5,42500300,0.064448013,No Obstruction
35,5,42500300,0.064448013,No Obstruction
35,5,42500300,0.064448013,No Obstruction
35,5,4347633557,0.0126253,No Obstruction
35,5,4347633557,0.0126253,No Obstruction
35,5,4347633557,0.0126253,No Obstruction
35,5,4347633557,0.0126253,No Obstruction
35,5,4347633557,0.0126253,No Obstruction
35,5,4347633557,0.0126253,No Obstruction
35,6,41523479,0.025112852,No Obstruction
35,6,41523479,0.025112852,No Obstruction
35,6,41523477,0.013740072,No Obstruction
35,6,41523477,0.013740072,No Obstruction
35,6,41523477,0.013740072,No Obstruction
35,6,41523477,0.013740072,No Obstruction
35,6,41523477,0.013740072,No Obstruction
35,6,41523477,0.013740072,No Obstruction
35,6,41523477,0.013740072,No Obstruction
35,6,41523472,0.006405411,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,7,5102796605,0.250082286,No Obstruction
35,8,41511309,0.044868326,No Obstruction
35,8,41511309,0.044868326,No Obstruction
35,8,41511309,0.044868326,No Obstruction
35,8,41511309,0.044868326,No Obstruction
35,8,41511309,0.044868326,No Obstruction
35,8,41575637,0.007991608,No Obstruction
35,8,41575637,0.007991608,No Obstruction
35,8,41575637,0.007991608,No Obstruction
35,8,41575637,0.007991608,No Obstruction
35,8,41575637,0.007991608,No Obstruction
35,9,41881243,0.021625549,No Obstruction
35,9,41881243,0.021625549,No Obstruction
35,9,41881243,0.021625549,No Obstruction
35,9,41881243,0.021625549,No Obstruction
35,9,41881243,0.021625549,No Obstruction
35,9,41881243,0.021625549,No Obstruction
35,9,42500300,0.007439634,No Obstruction
35,9,42500300,0.007439634,No Obstruction
35,9,42500300,0.007439634,No Obstruction
35,9,42500300,0.007439634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,0,2139420774,0.111142634,No Obstruction
36,1,41804736,0.03091235,No Obstruction
36,1,1916457460,0.013162845,No Obstruction
36,1,1916457460,0.013162845,No Obstruction
36,1,1916457521,0.011209425,No Obstruction
36,1,1916457521,0.011209425,No Obstruction
36,1,41578212,0.005682787,No Obstruction
36,1,41578212,0.005682787,No Obstruction
36,1,41578212,0.005682787,No Obstruction
36,1,41804740,0.004341726,No Obstruction
36,1,41804740,0.004341726,No Obstruction
36,10,41879773,0.334103149,No Obstruction
36,10,41879773,0.334103149,No Obstruction
36,10,41676470,0.008501864,No Obstruction
36,10,41676470,0.008501864,No Obstruction
36,10,41676470,0.008501864,No Obstruction
36,10,41511292,0.005632662,No Obstruction
36,10,41511292,0.005632662,No Obstruction
36,10,41511292,0.005632662,No Obstruction
36,10,41511292,0.005632662,No Obstruction
36,10,41511292,0.005632662,No Obstruction
36,11,42269700,0.016228536,No Obstruction
36,11,42269700,0.016228536,No Obstruction
36,11,42269700,0.016228536,No Obstruction
36,11,41879786,0.012360783,No Obstruction
36,11,41879786,0.012360783,No Obstruction
36,11,3820084280,0.008918063,No Obstruction
36,11,3820084280,0.008918063,No Obstruction
36,11,3820084280,0.008918063,No Obstruction
36,11,3820084280,0.008918063,No Obstruction
36,11,3820084280,0.008918063,No Obstruction
36,12,4347678601,0.053680214,No Obstruction
36,12,4347678601,0.053680214,No Obstruction
36,12,6886094429,0.026733591,No Obstruction
36,12,6886094429,0.026733591,No Obstruction
36,12,6886094429,0.026733591,No Obstruction
36,12,6886094430,0.018211576,No Obstruction
36,12,6886094430,0.018211576,No Obstruction
36,12,6886094430,0.018211576,No Obstruction
36,12,6886094430,0.018211576,No Obstruction
36,12,6886094430,0.018211576,No Obstruction
36,13,41804740,0.016692255,No Obstruction
36,13,41804740,0.016692255,No Obstruction
36,13,41804740,0.016692255,No Obstruction
36,13,41868307,0.007180703,No Obstruction
36,13,41868307,0.007180703,No Obstruction
36,13,41868307,0.007180703,No Obstruction
36,13,41868307,0.007180703,No Obstruction
36,13,41868307,0.007180703,No Obstruction
36,13,41868307,0.007180703,No Obstruction
36,13,41909253,0.003200083,No Obstruction
36,14,41662040,0.022494423,No Obstruction
36,14,41662040,0.022494423,No Obstruction
36,14,41573548,0.021793608,No Obstruction
36,14,41573548,0.021793608,No Obstruction
36,14,41573546,0.009791006,No Obstruction
36,14,41573546,0.009791006,No Obstruction
36,14,41573546,0.009791006,No Obstruction
36,14,41573546,0.009791006,No Obstruction
36,14,41573546,0.009791006,No Obstruction
36,14,41573546,0.009791006,No Obstruction
36,15,41879782,0.022206993,No Obstruction
36,15,3820084280,0.012557237,No Obstruction
36,15,3820084280,0.012557237,No Obstruction
36,15,3820084280,0.012557237,No Obstruction
36,15,3820084280,0.012557237,No Obstruction
36,15,3820084281,0.008897745,No Obstruction
36,15,3820084281,0.008897745,No Obstruction
36,15,3820084281,0.008897745,No Obstruction
36,15,3820084281,0.008897745,No Obstruction
36,15,3820084281,0.008897745,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,16,2139420773,0.303204148,No Obstruction
36,17,3823414791,0.098176248,No Obstruction
36,17,3823414790,0.035240803,No Obstruction
36,17,3823414790,0.035240803,No Obstruction
36,17,3823414790,0.035240803,No Obstruction
36,17,3823414790,0.035240803,No Obstruction
36,17,7668462397,0.013633232,No Obstruction
36,17,7668462397,0.013633232,No Obstruction
36,17,3823414790,0.035240803,No Obstruction
36,17,41523472,0.003016935,No Obstruction
36,17,3230970585,0.003891714,No Obstruction
36,18,41782009,0.084653537,No Obstruction
36,18,41782009,0.084653537,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,18,41782023,0.017615474,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,19,2012647717,0.064497035,No Obstruction
36,2,42276539,0.122737834,No Obstruction
36,2,42276539,0.122737834,No Obstruction
36,2,42276539,0.122737834,No Obstruction
36,2,42520085,0.012097045,No Obstruction
36,2,42520085,0.012097045,No Obstruction
36,2,42520085,0.012097045,No Obstruction
36,2,42520085,0.012097045,No Obstruction
36,2,42520085,0.012097045,No Obstruction
36,2,42520085,0.012097045,No Obstruction
36,2,42520085,0.012097045,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,20,41511318,0.012471554,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,41573531,0.107016929,No Obstruction
36,21,7131950876,0.016624286,No Obstruction
36,21,7131950876,0.016624286,No Obstruction
36,22,41511322,0.186664762,No Obstruction
36,22,41511322,0.186664762,No Obstruction
36,22,41511322,0.186664762,No Obstruction
36,22,41511322,0.186664762,No Obstruction
36,22,41511322,0.186664762,No Obstruction
36,22,41511322,0.186664762,No Obstruction
36,22,4854483351,0.011768365,No Obstruction
36,22,4854483351,0.011768365,No Obstruction
36,22,4854483351,0.011768365,No Obstruction
36,22,3596869836,0.011597103,No Obstruction
36,23,41542418,0.113785328,No Obstruction
36,23,41542418,0.113785328,No Obstruction
36,23,41542418,0.113785328,No Obstruction
36,23,41542418,0.113785328,No Obstruction
36,23,41542418,0.113785328,No Obstruction
36,23,41542418,0.113785328,No Obstruction
36,23,41542418,0.113785328,No Obstruction
36,23,41542418,0.113785328,No Obstruction
